main_category,title,average_rating,rating_number,features,description,price,store,categories,details,parent_asin
All Beauty,Bold Lash Effect Mascara- Best for Length & Volume & Sensitive Eyes- Water Resistant & Smudge Proof - Clump Free - NO Parabens or SLS! (Black),3.5,257,[],[],,,[],"{'Special Feature': 'Smudge Proof, Water Resistant', 'Specialty': 'Paraben Free', 'Unit Count': '1.00 Count', 'Package Information': 'Tube', 'Skin Type': 'Sensitive', 'Is Discontinued By Manufacturer': 'No', 'Package Dimensions': '5.4 x 0.8 x 0.8 inches; 0.32 Ounces', 'UPC': '013189194316'}",B01557EHW4
All Beauty,Jade Roller for Face Women Ice Jade Roller Bottle Essential Oil Roller Bottles Multifunctional Facial Massage Skin Care Beauty Tool (Pink),3.4,27,"['REAL JADE ROLLER -- Made of Natural Jade Stone, it has a smooth, delicate appearance and can be used with confidence for facial massage skin care. PLEASE NOTE that the jade roller bottle is not sealed and liquid will flow out when added.', 'JADE ROLLER FOR WOMEN -- This mini jade roller fits perfectly in the eye area and can be easily massaged to relax, reduce dark circles, eliminate puffiness and more.', 'MINI JADE FACIAL ROLLER -- Round Natural jade roller with small ice cubes placed inside, you can feel the icy sensation while massaging your face, improving blood circulation, lifting the skin, firming it and making it elastic.', ""JADE ROLLER FOR FACE -- This jade roller is suitable for women's skin care routine and after use, it can be placed in the fridge for easy access for next use. (Do not put water in it to prevent it from freezing and damaging the jade roller)"", 'EASY TO CLEAN - If mini jade facial roller beauty tool gets dirty, just rinse it off with water. (This jade roller bottle is not sealed, please do not store it flat)']",[],6.98,ROMALOVE,[],"{'Package Dimensions': '6.7 x 2.4 x 1.4 inches; 3.21 Ounces', 'Manufacturer': 'ROMALOVE'}",B0BJKHW3BT
All Beauty,"HIFAU Eyebrow Scissors 3 In 1 Kit, Eyebrow Razor and Comb Foldable Protection, Surgical Grade Stainless Steel Eyebrow Scissors and Tweezers, Mirror Polished, Easy to Carry, Travel Gift",4.0,56,[],[],,HIFAU,[],"{'Is Discontinued By Manufacturer': 'No', 'Product Dimensions': '6.1 x 2.4 x 0.4 inches; 1.59 Ounces', 'UPC': '634923554380'}",B07WF3DQZ6
All Beauty,"Hygieia + 100% USDA Certified Organic Eye Cream, Calendula and Bilberry Plant-Based Eye Cream, Certified Vegan and Cruelty-Free, Made With Cold Pressed Oils 60ml",3.9,21,[],[],,Hygieia +,[],"{'Brand': 'Hygieia +', 'Item Form': 'Cream', 'Active Ingredients': 'jojoba,lavender,potassium carbonate', 'Unit Count': '2.00 Fl Oz', 'Number of Items': '1', 'Is Discontinued By Manufacturer': 'No', 'Product Dimensions': '2 x 2 x 2 inches; 2.08 Ounces', 'UPC': '785104154209'}",B095VQX4DV
All Beauty,Moshina Graceful Afro Black Kinky Curly Ponytail with 2 Clips-Natural Looking As Human Hair-Afro Puff Drawstring Ponytail for Black Women -Short Afro Curly Extensions(black 1b),3.7,303,[],[],,Moshina,[],"{'Material': 'Synthetic', 'Hair Type': 'Curly, Kinky', 'Style': 'African', 'Brand': 'Moshina', 'Age Range (Description)': 'Adult', 'Package Dimensions': '7.4 x 5.2 x 1.9 inches; 7.04 Ounces', 'UPC': '631473903101'}",B07P745JLH
All Beauty,FAMILIFE Soap Sheets 12 Packs Portable Soap Paper Disposable Hand Wash Paper Soap Mini Slice Scents Travel Outdoor Use,4.0,40,[],[],,FAMILIFE,[],"{'Item Form': 'Bar', 'Brand': 'FAMILIFE', 'Age Range (Description)': 'Adult', 'Number of Items': '12', 'Unit Count': '12.00 Count', 'Is Discontinued By Manufacturer': 'No', 'Product Dimensions': '3.15 x 1.97 x 0.2 inches; 2.08 Ounces', 'UPC': '799443862763'}",B07K1YLFQW
All Beauty,LaClaire Acne Wash with Salicylic Acid & Tea Tree Oil - Face Cleanser for Acne-Prone Skin (50 ml/1.65 oz),3.0,24,"['Clarifying foaming cleanser professionally formulated for oily or acne-prone skin', 'Features 2% Salicylic Acid and 1% Tea Tree Oil to instantly unclog pores and reduce acne breakouts', 'Moisturizes and soothes inflamed or irritated skin', 'Effectively removes makeup, excess oils, other and surface impurities', 'Targets blemishes for clear and healthy skin']",[],,LaClaire,[],"{'Item Form': 'Oil, Foam', 'Skin Type': 'Oily, Combination, Dry, Normal', 'Brand': 'LaClaire', 'Scent': 'Tea Tree', 'Material Feature': 'Antibacterial', 'Is Discontinued By Manufacturer': 'No', 'Product Dimensions': '5.5 x 2.75 x 1.63 inches; 9.14 Ounces', 'UPC': '891040000705', 'Manufacturer': 'LaClaire'}",B07DXCVLY7
All Beauty,"BRING GREEN Super Yulmu Pore Deep Cleansing Foam 200ml - Adlay Seed Powder and Clay Contained Exfoliating Rich Foam Cleanser, Remove Dead Skin Cells & Blackeads, Moisturizing Deep Cleanser",4.4,23,[],[],,BRING GREEN,[],"{'Item Form': 'Powder', 'Brand': 'BRING GREEN', 'Scent': 'Tea Tree', 'Age Range (Description)': 'Adult', 'Number of Items': '1'}",B07WRVM3Z2
All Beauty,Pink Gellac 210 Tangerine Red UV/LED Gel Polish,4.3,58,[],[],,PG Pink Gellac,[],"{'Brand': 'PG Pink Gellac', 'Item Form': 'Gel', 'Color': 'Orange,Pink,Red', 'Finish Type': 'Shimmery', 'Age Range (Description)': 'Adult', 'Number of Items': '1', 'Number of Pieces': '1', 'Liquid Volume': '0.5 Fluid Ounces'}",B06XG2XJTG
All Beauty,"Neck Gaiter Face Mask , Breathing Face Cover, Reusable Cooling Bandana, Washable Scarf (4 Pack Nebula)",4.0,6,[],[],,FCY,[],"{'Package Dimensions': '6.34 x 5.43 x 1.34 inches; 5.43 Ounces', 'UPC': '700306867573'}",B08H5H91LW
All Beauty,"OKAY | Black Jamaican Castor Oil Conditioner | For All Hair Types & Textures | Revive - Moisturize - Grow Healthy Hair | with Argan Oil & Shea Butter | Free Of Parabens, Silicones, Sulfates | 12 Oz",4.5,2281,"['Conditioning Treatment for all hair textures and types - For dry brittle, stressed and damaged hair, breakage, tangles, frizz, elasticity restoration, hair loss prevention and hair growth', 'Nourishes and replenishes the scalps natural oils and strengthens, moisturizes, and structures the roots and the hair follicles to make your hair thicker, fuller, shinier, and more manageable', 'Black Jamaican Castor Oil is rich in Vitamin E and Omega 6 & 9 Fatty Acids that can improve blood circulation to the scalp which helps nutrients reach your hair and encourages hair growth', ""Formulated with Argan Oil which is rich in Antioxidants, Essential Fatty Acids, and Vitamin E that also help to increase the hair's elasticity and consistently restore shine to dull, lifeless hair"", 'This Conditioning Treatment is Paraben, Silicone, Sulfate, and Cruelty Free - Made in the USA and Safe for the entire family']",['Stronger richer fuller hair growth needs to be properly conditioned to prevent breakage and stimulate growth. Moisture Growth Conditioner with Black Jamaican Castor Oil and Argan Oil will help hair become comparably softer and detangles brittle hair with rich hydrating ingredients. This conditioner should be used every day after shampooing. This is the 2nd step which provides conditioning therapy to help revive brittle hair.'],9.98,Okay,[],"{'Brand': 'Okay', 'Item Form': 'Oil', 'Material Feature': 'Natural, Cruelty Free', 'Hair Type': 'All', 'Product Benefits': 'Hydrating', 'Is Discontinued By Manufacturer': 'No', 'Product Dimensions': '2.25 x 8 x 2.25 inches; 12.52 Ounces', 'Item model number': '810367016336', 'UPC': '810367016336', 'Manufacturer': 'Derby International LLC, dba KANAR', 'Country of Origin': 'USA', 'Domestic Shipping': 'Item can be shipped within U.S.', 'International Shipping': 'This item can be shipped to select countries outside of the U.S.  Learn More'}",B00DPNKBOE
All Beauty,VALITIC Foot Peel Mask for Dry Cracked Feet and Dead Skin Callus Removal - Vitamin E & A Aloe Vera Collagen Moisturizing Natural Korean Complex - Extra Strength - Men 3 Pairs - Tea Tree,3.8,4,[],[],,VALITIC,[],"{'Brand': 'VALITIC', 'Skin Type': 'Dry', 'Unit Count': '3.00 Count', 'Material Feature': 'Natural', 'Package Dimensions': '6.85 x 4.72 x 1.14 inches; 6.74 Ounces', 'UPC': '850034807904'}",B0B2RVRR6H
All Beauty,Déodorant Femme Bille Soin Polynésie Huile De Monoï & Fleur De Tiaré Efficacité 24h - 50 ml - Pack of 3,5.0,8,[],[],,Ushuaia,[],"{'Brand': 'Ushuaia', 'Item Form': 'Lotion', 'Number of Items': '3', 'Unit Count': '1.00 Count', 'Item Volume': '50 Milliliters'}",B075JK9RR1
All Beauty,8 Packs 26 Inch Pre-Stretched Braiding Hair Extensions 90g Easy Braid Professional Itch Free Synthetic Fiber Corchet Braids Yaki Texture Hot Water Setting Braids (#1B),4.1,18,[],[],,Belle Show,[],"{'Brand': 'Belle Show', 'Material': 'Human Hair', 'Extension Length': '26 Inches', 'Hair Type': 'Straight', 'Material Feature': 'Natural', 'Package Dimensions': '10.91 x 10.51 x 4.53 inches; 1.72 Pounds', 'UPC': '765470976322'}",B089GCC6LB
All Beauty,Life Diaries 2 Tones Ombre Gray Dark Roots Synthetic Lace Front Wig Long Body Wave Glueless Replacement Hair Wigs For Women Heat Resistant Fiber Hair Half Hand Tied 24INCH,4.3,4,[],[],,Life Diaries,[],"{'Material': 'Synthetic', 'Hair Type': 'Wavy', 'Brand': 'Life Diaries', 'Package Dimensions': '13.98 x 8.94 x 1.61 inches; 13.37 Ounces', 'UPC': '753936224643'}",B07RHMLKVL
All Beauty,JORDANA Color Envy Waterproof Liquid Eyeliner Black Envy,3.5,18,[],[],9.99,Jordana,[],"{'Brand': 'Jordana', 'Item Form': 'liquid', 'Special Feature': 'Waterproof', 'Number of Items': '1', 'Unit Count': '1.00 Count', 'Package Dimensions': '4.75 x 0.5 x 0.5 inches; 0.12 Ounces', 'UPC': '041065822015'}",B00OTZ3B3K
All Beauty,"MUKTI - Organic Botanique Hair Conditioner | Clean, Non-Toxic, Natural Skincare (17.6 fl oz | 500 ml)",4.6,6,[],[],,MUKTI,[],"{'Brand': 'MUKTI', 'Material Feature': 'Organic, Natural', 'Hair Type': 'All,Chemically Treated', 'Age Range (Description)': 'Adult', 'Unit Count': '1.00 Count'}",B01FICDCY0
All Beauty,ZWJSH Lace Front Wigs Human Hair Straight Lace Closure Wigs for Black Women 150% Density Brazilian Virgin Human Hair Wigs Pre Plucked with Baby Hair Natural Color (24 Inch),4.8,10,[],[],,ZWJSH,[],"{'Material': 'Human Hair', 'Hair Type': 'Straight', 'Style': 'Modern', 'Brand': 'ZWJSH', 'Age Range (Description)': 'Adult', 'Package Dimensions': '11.06 x 9.02 x 3.54 inches; 9.91 Ounces', 'UPC': '789917618132'}",B0956S38K1
All Beauty,"Misoun Hair Free Part Lace Closure 4x4 Body Wave Brazilian Virgin Human Hair 130% Density Lace Closure Natural Black Color Hair(18 Inch, 35g)",3.9,5,[],[],,Misoun,[],"{'Brand': 'Misoun', 'Material': 'Human Hair', 'Extension Length': '18 Inches', 'Hair Type': 'Wavy', 'Installation Type': 'Weave', 'Is Discontinued By Manufacturer': 'No', 'Package Dimensions': '8.86 x 6.85 x 1.02 inches; 1.9 Ounces', 'UPC': '631579412484'}",B07KKJLPDJ
All Beauty,"Vitamin C Serum 2 fl. oz with L'Ascorbic Acid - Facial Skin Care & Anti Aging Serum That Helps Skin Brightening, Repair Sun Damage, Fade Age Spots, Dark Circles, Wrinkles & Fine Lines",3.6,330,[],[],,,[],"{'Item Form': 'Liquid', 'Item Weight': '0.31 Pounds', 'Unit Count': '2 Fl Oz', 'Is Discontinued By Manufacturer': 'No', 'Package Dimensions': '5.83 x 3.46 x 2.2 inches; 4.96 Ounces', 'UPC': '602519445008'}",B01DNQFR2S
All Beauty,Coisini Hair 130% Density Human Hair Wigs With Free Part Bangs Brazilian Body Wave Wig 12 Inch Glueless Machine Made Wigs For Woman 100% Unprocessed Natural Color,2.7,6,[],[],,Coisini,[],"{'Material': 'Human Hair', 'Hair Type': 'Wavy', 'Style': 'Modern', 'Special Feature': 'Glueless', 'Brand': 'Coisini', 'Package Dimensions': '11.81 x 6.85 x 2.72 inches; 10.55 Ounces', 'UPC': '632313674595'}",B08YMMJY18
All Beauty,"Beard Shampoo & Beard Wash - Man-Sized 8.45 OZ Bottle - Nourishing All Natural Oils - Cleans, Softens & Conditions - Premium Beard Soap",3.9,201,[],[],,,[],"{'Item Form': 'Liquid', 'Skin Type': 'All', 'Material Feature': 'Natural', 'Age Range (Description)': 'Adult', 'Number of Items': '1', 'Package Dimensions': '6.4 x 2.7 x 1.6 inches; 14.4 Ounces', 'UPC': '646437251198'}",B01CDEJ1H8
All Beauty,"26 Inches Long Curly Highlight Lace Front Human Hair Wig 4/27 Blonde to Brown Brazilian Remy Hair 13x4x1 Lace Front Wig Pre Plucked for Women 150% Density Water Wave Ombre Blonde Wigs (20 Inch, #Deep Wave Honey Blonde 1B/27)",2.8,9,[],[],,Smartinnov,[],"{'Material': 'Human Hair', 'Hair Type': 'Curly', 'Style': 'Modern', 'Brand': 'Smartinnov', 'Age Range (Description)': 'Adult', 'Package Dimensions': '11.75 x 7 x 4.5 inches; 11.99 Ounces', 'UPC': '742773377001'}",B08KDPHDCW
All Beauty,"Emilia Hypoallergenic Baby Lotion - Quick-Absorbing, Non-Greasy, Alcohol-Free Baby Body Oatmeal Cream With Natural Colloidal Oatmeal for Dry Skin Eczema - Provides 24 Hour Moisturization - 8.8 fl.oz.",4.4,30,[],[],,Emilia,[],"{'Brand': 'Emilia', 'Item Form': 'Lotion', 'Unit Count': '8.8 Fl Oz', 'Number of Items': '1', 'Skin Type': 'Sensitive', 'Is Discontinued By Manufacturer': 'No', 'Package Dimensions': '7.32 x 2.52 x 2.24 inches; 10.12 Ounces'}",B07FP1QXDZ
All Beauty,"Everyday Beauty Renewal Night Cream Nourishing Facial Moisturizer with Brown Algae Extract, Squalene, Hyaluronic Acid and Glycerin to Moisturize and Protect Skin, Reduce Signs of Aging, 1 oz. Jar",3.8,29,[],[],,Everyday Beauty,[],"{'Brand': 'Everyday Beauty', 'Item Form': 'Cream', 'Active Ingredients': 'algae extract,glycerin', 'Unit Count': '1.0 Ounce', 'Number of Items': '1', 'Package Dimensions': '2.56 x 2.56 x 2.05 inches; 4.97 Ounces', 'UPC': '700463002398', 'Manufacturer': 'Cosmetic Solutions, LLC'}",B0B1M9NTSY
All Beauty,"Tinted Moisturizer Cream, SPF 15 - Best for Light, Fair & Sensitive Skin - With Vitamins B, C & E - 100% Natural - Gives Even, Healthy Glow, Tone to Face & Neck Daily - Use Day & Night to Curb Aging",3.2,106,[],[],,Andre Lorent,[],"{'Brand': 'Andre Lorent', 'Item Form': 'Cream', 'Unit Count': '1.7 Ounce', 'Number of Items': '1', 'Skin Type': 'Sensitive', 'Package Dimensions': '5.6 x 1.5 x 1.5 inches; 3.2 Ounces'}",B014QJY7DQ
All Beauty,Tweak-d Rare Treasures Self-Cleansing Hair Treatment - Tribal Chocolate 10.58 Ounces by Tweak-d,3.7,26,[],[],,Mroobest,[],"{'Brand': 'Mroobest', 'Hair Type': 'Chemically Treated', 'Unit Count': '1.00 Count', 'Number of Items': '1', 'Scent': 'Chocolate', 'Package Dimensions': '8.8 x 2.9 x 2.3 inches; 12 Ounces'}",B01CGU6K5K
All Beauty,Nail Foil Transfer Stickers Nail Foils Nail Art Supplies Fresh Leaf Flowers Nail Foils Decals Acrylic Nails Supply Design Nail Transfer Foil Adhesive Starry Sky Manicure Tips Decoration (10 Sheets).,4.1,276,[],[],,Comdoit,[],"{'Brand': 'Comdoit', 'Surface Recommendation': 'Nail', 'Material': 'Acrylic', 'Theme': 'Flowers,Leaf,Starry,Flower', 'Cartoon Character': 'Leaf', 'Number of Pieces': '1', 'Style': 'Floral', 'Age Range (Description)': 'Adult', 'Installation Type': 'Self-Adhesive', 'Reusability': 'Single Use', 'Package Dimensions': '6.38 x 2.24 x 0.55 inches; 0.63 Ounces'}",B07WXGN177
All Beauty,"Cell Fusion C Pore Tox Toner Pad(60 pads) | Resurfacing Pads,Daily exfoliating, PHA facial peeling",4.4,14,"['Daily Pore Reducing Pads for Sensitive and Dehydrated Oily Skin', 'Contains a patented pore care ingredient to immediately reduce enlarged pores with accumulated sebum', 'The moist weak acid moisturizing essence forms a fresh moisturizing layer without the skin feeling tight.', 'Tested for immediate pore reduction, suitability for sensitive skin, immediate pH improvement, and skin irritation', '🩺[Dermatologist Recommended]CellfusionC is developed with dermatologists and has products suitable for different skin types, including dry skin, oily skin, acne-prone, and more']",[],24.0,Cell Fusion C,[],"{'Brand': 'Cell Fusion C', 'Item Form': 'Pads', 'Product Benefits': 'Exfoliating', 'Scent': 'Fresh', 'Skin Type': 'Dry', 'Product Dimensions': '3.1 x 3.1 x 4.3 inches; 9.17 Ounces'}",B093JW2RVF
All Beauty,"Mirenesse Skin Clone Touch On Concealer, Conceals Dark Circles & Smooths Fine Lines, Hydrating & Long Lasting, Touch Up on the Go, Vegan & Toxin Free, 0.28oz (1 Ivory Pink)",3.0,4,[],[],,Mirenesse,[],"{'Item Form': 'Cream', 'Skin Type': 'All', 'Package Information': 'Bottle', 'Brand': 'Mirenesse', 'Coverage': 'Full'}",B00F90NHV0
All Beauty,Melody Wig Purple Pink Mixed Braids Synthetic Lace Front Wigs For Women Fully Hand Tied Braided Wig Heat Resistant Fiber Hair 24'',5.0,5,[],[],,melody wig,[],"{'Hair Type': 'Curly', 'Style': 'Modern', 'Special Feature': 'Heat Resistant', 'Brand': 'melody wig', 'Age Range (Description)': 'Adult', 'Is Discontinued By Manufacturer': 'No', 'Package Dimensions': '9.7 x 6.7 x 2.5 inches; 1.55 Pounds', 'UPC': '791307855218'}",B0822CHZYC
All Beauty,Deep Wave Lace Front Human Hair Wigs for Black Women 150% Density Brazilian Deep Wave Lace Front Wig with Baby Hair Pre Plucked Bleached Knots (30 inch),4.2,14,[],[],,ULOVE HAIR,[],"{'Material': 'Human', 'Hair Type': 'Wavy', 'Style': 'Modern', 'Brand': 'ULOVE HAIR', 'Age Range (Description)': 'Adult'}",B08HYDTFHT
All Beauty,"OZNaturals Tinted Moisturizer, SPF 30 Sunscreen. Broad Spectrum Protection. Zinc Oxide + Minerals In This Tinted Sunscreen Protects, Moisturizes And Blends Well To Provide A Rich, Youthful Glow!",3.4,185,"['ZINC OXIDE provides proven safe mineral-based sun protection for all skin types Non pore clogging SPF30 tinted moisturizer nourishes skin and protects it from the aging effects of daily UV exposure', ""MOISTURIZING medium tinted sunscreen provides broad spectrum coverage and blends well with most skin shades Evens out skin tone in addition to protecting skin from the sun's harmful rays"", 'USING THE HIGHEST concentration of natural and active ingredients possible Never compromising on quality and performance Our goal is to give you beautiful skin in eco-friendly ways Fragrance-free', 'SAFE FOR ALL SKIN TYPES this non-irritating paraben-free SPF 30 sunscreen can be applied to face and body worn alone as a foundation or under makeup', ""Satisfaction Guaranteed Unconditional 30-Day Return And Refund Policy Ensures You'll Be Delighted Or Your Money Back Developed By Renowned Aesthetician Angela Irish - For All Skin Types""]","['Skin care experts and dermatologists are in agreement on the importance of wearing sunscreen. \xa0Most premature aging of the skin is caused by sun exposure. “Photo aging,” as is it known in skin care circles, includes wrinkles, freckles, age spots, blotchy complexion, dullness, sagging skin and rough, leathery texture. \xa0In other words, just about every complaint surrounding aging skin can be traced at least in part to sun exposure, making daily sunscreen protection with an SPF 30 sunscreen a must. But not all sunscreens are created equal. \xa0OZNaturals Age Defying Solar Shield SPF 30 Broad Spectrum Tinted Sunscreen with Zinc Oxide provides broad spectrum protection from the sun’s harmful UVA/UVB rays, while moisturizing skin with a healthy-looking hint of color. Utilizing the highly stable and reflective properties of Zinc Oxide, with the natural UV diluting qualities of Octyl Methoxycinnamate, our formula offers sheer, broad-spectrum UV coverage in a luxurious tinted moisturizer formulation.']",,OZ Naturals,[],"{'Scent': 'Unscented', 'Sun Protection Factor': '30 Sun Protection Factor (SPF)', 'Number of Items': '1', 'Unit Count': '1.0 Ounce', 'Skin Type': 'All', 'Is Discontinued By Manufacturer': 'No', 'Product Dimensions': '2.5 x 3.5 x 1 inches; 1.76 Ounces', 'Item model number': 'I1-7LV1-6RQ9', 'UPC': '638317780652', 'Manufacturer': 'OZ Naturals, LLC'}",B00X6P92OG
All Beauty,Air Fryer Disposable Paper Liner,4.5,105,[],[],,CYOIDAI,[],{},B09Z8ZY59Q
All Beauty,"Under Eye Serum for Dark Circles and Puffiness, Eye Bag Treatment, Anti Aging & Wrinkles, Glycerin & Caffeine Eyes Serum for Men Women, Hydrating Eye Cream with Hyaluronic Acid for Fine Lines",3.7,53,[],[],,BXMCY,[],"{'Skin Type': 'Sensitive', 'Product Benefits': 'Hydrating,Anti-aging', 'Use for': 'Eyes', 'Scent': 'Tea Tree', 'Brand': 'BXMCY'}",B091C9HGFT
All Beauty,"DHC Perfect Lash Set, Eyelash Tonic, Mascara Perfect Pro Double Protection (Black), Fragrance Free, Ideal for All Skin Types, 0.21 fl. oz. and 0.17 oz.",4.3,74,"['DHC Eyelash Tonic is a conditioning eyelash gel that strengthens eyelashes and helps prevent breakage.', 'Mascara Perfect Pro Double Protection is water-resistant lengthening mascara that features the best in Japanese innovation, utilizing polymer tube technology. This lengthening mascara will not flake, smear or clump.', 'Eyelash Tonic features Swertia japonica that helps prevent breakage. Mascara Perfect Pro Double Protection features ploymer tubes that form strong, water-resistant shields around each lash with flexible polymers.', 'Eyelash Tonic: Use as a mascara base in the morning and as a conditioner in the evening. Gently and evenly stroke a small amount of tonic onto lash roots and sweep outward towards tips. Mascara Perfect Pro Double Protection: Place the brush at the base of lashes and gently sweep up to the tip. To remove mascara, wet lashes with warm water only (no makeup remover necessary) and gently massage the mascara away from your lashes with your fingertips.', 'Fragrance Free. Ideal for All Skin Types.']","[""The DHC Perfect Lash Set combines two of DHC's bestselling eyelash products. Eyelash Tonic is a nourishing gel treatment that strengthens for lush, fuller-looking eyelashes. Fortifying botanicals coat each lash from root to tip to help prevent breakage for a more robust lash line. Wear this colorless lash serum during the day or alone for overnight conditioning. The Mascara Perfect Pro Double Protection is a water-resistant tube-technology formula that lengthens the look of your lashes. Lush and long-wearing, it lasts all day and night with no flaking, smudging, or smearing. No makeup remover required. Tubes slide off with warm water and gentle pressure. This uniquely lengthening mascara stays on until you decide.""]",,DHC,[],"{'Color': 'Black', 'Product Benefits': 'Conditioning, Nourishing, Lengthening', 'Special Feature': 'Non Flaking, Water Resistant', 'Brand': 'DHC', 'Item Form': 'Liquid', 'Is Discontinued By Manufacturer': 'No', 'Package Dimensions': '4.41 x 1.89 x 0.63 inches; 1.44 Ounces', 'UPC': '815485020760', 'Manufacturer': 'DHC'}",B01N47WMLT
All Beauty,"18 Inch 3D Passion twist hair Curly Crochet hair Braids Ombre Burgundy Senegalese Spring Twist Crochet Braids Synthetic Hair Extensions(5Packs,1B/BUG)",4.2,5,[],[],,BYKSVIOC,[],"{'Brand': 'BYKSVIOC', 'Material': 'Synthetic', 'Extension Length': '18 Inches', 'Hair Type': 'Curly', 'Material Feature': 'Natural', 'Is Discontinued By Manufacturer': 'No', 'Package Dimensions': '8.3 x 6.7 x 3.4 inches; 1 Pounds'}",B081YPTSFK
All Beauty,ESSVIGANT Curly Wave Human Hair Wigs with Bangs for Women Ombre Human Hair Wigs 10A Virgin Human Hair 150% Density 1b/30,2.9,7,[],[],,ESSVIGANT,[],"{'Material': 'Human Hair', 'Item Dimensions LxWxH': '12 x 7 x 1 inches', 'Hair Type': 'Curly', 'Brand': 'ESSVIGANT', 'Age Range (Description)': 'Adult', 'Product Dimensions': '12 x 7 x 1 inches; 6 Ounces'}",B098MKG6FY
All Beauty,Eyelashes False Lashes 48 Pairs Natural 3D Wholesale Fluffy Faux Mink Lashes Bulk 12 Styles 14-18MM Long Cat Eye Fake Eyelashes Thick Wispy Crossed Strip Eye Lashes by Yawamica,4.5,50,[],[],,Yawamica,[],"{'Color': 'Black', 'Brand': 'Yawamica', 'Material': 'Faux Mink', 'Material Feature': 'Cruelty Free, Vegan', 'Item Form': 'Pair', 'Package Dimensions': '13.35 x 8.94 x 0.55 inches; 3.53 Ounces'}",B08Y55SS21
All Beauty,"Easydew Starter Bright Peeling Gel 4.06 fl oz - Soothing & Moisturizing Wash Off Face Exfoliant with LHA, Cellulose, and Panthenol I Korean Skincare for Blackheads, Large Pores, and Sensitive Skin",3.7,29,[],[],,EASYDEW,[],"{'Brand': 'EASYDEW', 'Item Form': 'Gel', 'Skin Type': 'Dry,Sensitive,All Skin Types', 'Product Benefits': 'Soothing,Moisturizing,Exfoliating', 'Material Feature': 'Natural', 'Product Dimensions': '2.24 x 1.73 x 6.3 inches; 5.93 Ounces'}",B08GSMN8DD
All Beauty,Padded Rhinestone Crystal Headbands For Women Girls Sparkly Colorful Bejewled Wide Velvet Hairband Party Headpiece Headwear Statement Hair Accessory (multicolor Rhinestone),2.5,9,[],[],,FAERLIIRY,[],"{'Color': 'multi color', 'Age Range (Description)': 'Adult', 'Occasion': 'party', 'Material': 'Glass,Metal', 'Fabric Type': 'Velvet', 'Package Dimensions': '7.01 x 6.85 x 1.65 inches; 4.16 Ounces', 'Item model number': 'SXDCE3421', 'UPC': '789615343381'}",B08FB2X4GM
All Beauty,"Tattoo Concealer, Makeup Concealer, Scar Concealer, Pro Concealer, Professional Waterproof Concealer Set, Cover Tattoo/ Scar/ Birthmark/ Vitiligo/ Bruise/ Acne, Tattoo Cover up Makeup/Body Concealer",3.2,147,[],[],,BUOCEANS Official,[],"{'Item Form': 'Cream', 'Color': 'Ivory', 'Skin Type': 'Acne Prone', 'Finish Type': 'Natural', 'Package Information': 'Bottle', 'Package Dimensions': '6 x 4.5 x 1.3 inches; 2.4 Ounces'}",B07V6BK6HN
All Beauty,TAKIYA 72pcs Mixed Assorted Style Full Cover Acrylic False Artificial Nail Tips (3 Boxes，Not Includes Glue),3.2,11,[],[],,,[],"{'Size': 'Large', 'Material': 'Acrylic', 'Style': 'French', 'Coverage': 'Full Well Tips', 'Item Form': 'Gel', 'Is Discontinued By Manufacturer': 'No', 'Package Dimensions': '9.06 x 6.65 x 1.06 inches; 2.54 Ounces'}",B07GRLLZB5
All Beauty,LLTGMV Pocket Combs,4.3,27,[],[],,LLTGMV,[],"{'Brand': 'LLTGMV', 'Hair Type': 'All', 'Unit Count': '1.00 Count', 'Package Dimensions': '9.13 x 1.85 x 0.91 inches; 0.32 Ounces', 'UPC': '661918856440'}",B0B7ZSY2P6
All Beauty,(3 Pack) NYX Butter Lipstick - Licorice,4.5,2,[],[],,,[],"{'Skin Type': 'All', 'Item Form': 'Stick', 'Finish Type': 'Cream', 'Age Range (Description)': 'Adult', 'Package Information': 'Tube', 'UPC': '712395476239'}",B00TBXVI5I
All Beauty,Bloomy Essentials Organic Lemon Essential Oil 10 mL (1/3 oz) - USDA Certified Organic - Great for Household Cleaner & Laundry - 100% Pure,4.6,192,[],[],,Bloomy Essentials,[],"{'Brand': 'Bloomy Essentials', 'Scent': 'Lemon', 'Special Feature': 'Pure', 'Seasons': 'All Seasons', 'Item Volume': '10 Milliliters', 'Package Dimensions': '4.92 x 2.52 x 1.06 inches; 1.45 Ounces', 'UPC': '680912084635', 'Manufacturer': 'Bloomy Essentials'}",B07Z5CDK8C
All Beauty,KISS Glam Fantasy Special FX Effect Nails (KGFD06),4.5,783,[],[],,KISS,[],"{'Size': '1 Count (Pack of 1)', 'Brand': 'KISS', 'Style': 'French', 'Coverage': 'Full Well Tips', 'Item Form': 'Gel', 'Package Dimensions': '5.47 x 2.68 x 0.94 inches; 1.13 Ounces'}",B085W7YRW2
All Beauty,YOUTH LAB Daily Cleanser,4.1,16,['youth lab'],[],,YOUTH LAB.,[],"{'Item Form': 'Cream', 'Skin Type': 'Combination', 'Brand': 'YOUTH LAB.', 'Material Feature': 'Gluten Free, Natural, Cruelty Free', 'Age Range (Description)': 'Youth', 'Product Dimensions': '2.76 x 1.97 x 7.09 inches; 8.82 Ounces', 'Item model number': '80D4B8EE-754B-401E-9178-CBF2668D0B0E'}",B01EUR8IPW
